,ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year,relative_margin_with_supplier_binary_positive
1350,1351,0.175519911,67.33333333,0.805555556,25.0,0.732240437,0,0.025214124,0.666666667,348870.8855,62114.64841,0.733870968,0.675476872,,0.666666667,306160.2552,7239771.932,6534658.092,1.52269275,435880.8167,1
1351,1352,0.233239864,89.0,0.925925926,25.0,0.790697674,0,0.488365021,0.666666667,-278538.5317,2303973.673,0.752915341,0.666666667,0.142508338,0.666666667,19400000.0,9166477.362,1200549.993,1.568353718,251019.775,0
1352,1353,1.22905804,55.66666667,0.916666667,25.0,0.738090321,0,0.088224585,,7952176.681,0.666666667,0.744131455,0.666666667,,0.851851852,57111.25064,89791.1264,5281106.598,1.266666667,8589.147232,0
1353,1354,-0.211861234,102.3333333,0.666666667,10.0,0.78060094,0,-0.09429095,0.888888889,78312.84734,81801.97464,0.726578675,0.666666667,-0.059224646,0.90018315,730531.4377,1129862.131,211848.2901,1.55948065,472342.8872,0
1354,1355,0.062488249,150.6666667,0.705882353,10.0,0.842377261,0,-0.296771518,,340787.0045,12279.67726,0.73126615,0.666666667,0.147226182,,451410.9796,8148994.304,1416727.896,1.346489297,74155.66904,0
1355,1356,0.628530301,147.3333333,0.920634921,15.0,0.848484848,0,,0.75,8073787.276,33.03349806,0.726744186,0.667189953,0.14463856,1.0,204980.3011,305281.7095,170358.9217,1.373907101,167189.3461,1
1356,1357,-0.139371155,194.0,0.666666667,10.0,0.772828508,0,,,9748.824306,1118496.162,0.717948718,0.670301418,-0.051948104,0.666666667,80807.87253,111578.6769,0.666666667,1.323608472,28787.7475,0
1357,1358,,150.6666667,0.861111111,15.0,,0,0.129689988,,777872.3378,365863.505,0.8,0.666666667,0.125635498,0.798007246,4928489.6,397246.5362,0.666666667,1.495842181,364993.5375,0
1358,1359,0.409031716,27.33333333,0.833333333,12.0,0.791208791,1,1.123653597,0.833333333,7449093.736,118707.573,0.74906367,0.666666667,0.232380876,0.666666667,9052.275531,4612715.935,643096.8662,1.469331369,,1
1359,1360,0.517710615,140.6666667,0.797101449,15.0,0.692546584,1,0.240085722,0.666666667,263565.7672,231020.3305,0.706878307,0.679924242,-0.655957747,0.8,52374.00153,459682.2003,349959.8695,1.225399884,108926.0338,0
1360,1361,0.001165483,484.0,0.755555556,15.0,0.785529716,0,,1.0,283894.1501,813206.2568,0.72266207,0.757323212,,0.666666667,558172.6643,7545500.385,46832.01448,1.222003054,,0
1361,1362,0.03133662,147.3333333,0.921568627,15.0,0.828282828,0,0.263311433,0.666666667,583446.3392,1334300.69,0.728088337,0.666666667,-0.026918411,0.733333333,7242572.624,1118290.654,727127.3332,1.413361035,177505.0247,0
1362,1363,0.078684551,,0.680555556,15.0,0.7890625,0,,0.666666667,1362993.67,201482.4705,0.781609195,0.671039598,-0.29255473,0.833333333,-880900.0596,40656.81198,0.666666667,1.365646947,,0
1363,1364,-0.251148631,20.66666667,0.733333333,10.0,0.805101001,1,,0.8,7320.894898,461424.1694,0.746031746,0.666666667,,0.666666667,723483.6482,819376.5343,317033.7566,1.422282084,201758.9745,1
1364,1365,0.390878859,52.33333333,0.72,12.5,0.796922716,0,,1.0,2444.057057,48445.00919,0.766746828,0.666666667,0.021532664,0.666666667,904477.5097,15807.09264,12100000.0,1.144578313,4027037.221,1
1365,1366,-0.078251211,50.66666667,1.0,7.441860465,0.869791667,0,,,3518942.257,50434.54818,0.735681115,0.666666667,-0.010786011,0.666666667,122218.6489,127282.1251,0.666666667,1.22271486,675671.3067,0
1366,1367,0.240018,,0.911111111,10.0,0.752276867,0,0.060741728,0.791666667,21851.31738,7470.736703,0.731239092,0.666666667,-0.023070471,0.716049383,2258480.319,4389883.877,149528.7218,1.342787182,1578832.785,0
1367,1368,0.715167967,44.0,1.0,15.0,0.752380952,0,,0.912698413,-404409.7229,232809.0947,0.76344086,0.681568787,-0.007315676,0.705128205,-520902.7243,844620.5552,469375.4966,1.496087817,43684.24237,0
1368,1369,,180.6666667,0.666666667,10.0,0.880701754,0,0.114919835,,4043816.351,36467.36829,0.748462251,0.679487179,0.153746864,0.964912281,193810.5362,-15781.03925,0.666666667,1.268895749,0.666666667,0
1369,1370,0.739818264,,0.75,15.0,0.812020087,0,,0.666666667,148066.8262,223601.6176,0.707070707,0.666666667,,0.703703704,,213624.9249,1114422.391,1.234564917,0.666666667,0
1370,1371,0.025279784,19.0,0.666666667,15.0,0.754426482,0,,0.694805195,718079.5476,19341.67536,0.700206072,0.666666667,0.007132634,0.716666667,845146.0907,450718.5874,138623.8558,1.271716356,774605.7691,1
1371,1372,-0.410609533,130.6666667,0.886904762,20.0,0.830362914,1,,0.972222222,8737498.232,169082.7903,0.753302206,0.666666667,0.154028332,0.875,955675.9358,359640.0413,12744.73375,1.538710712,0.666666667,0
1372,1373,0.257669435,,0.73015873,10.0,0.825902335,0,,0.666666667,458359.9779,88667.75021,0.763888889,0.666666667,,0.677777778,-87183.75502,2636341.946,566585.9194,1.549622208,243220.4352,0
1373,1374,,65.66666667,0.733333333,15.0,0.75,0,,0.666666667,42215.65865,0.666666667,0.73015873,0.68452381,,0.692307692,1420516.004,5438509.959,0.666666667,1.100588023,469988.3007,0
1374,1375,,142.3333333,0.714285714,10.0,0.716917923,0,0.764693142,1.0,7480807.756,0.666666667,0.741111992,0.666666667,0.159344563,0.666666667,1506107.188,104995.5817,841760.2696,1.371569452,,0
1375,1376,,80.66666667,0.666666667,15.0,0.879310345,0,,0.860465116,-89699.10857,101639.94,0.695970696,0.666666667,,,334692.9806,0.666666667,0.666666667,1.495888483,0.666666667,0
1376,1377,-0.189975872,54.0,0.805555556,20.0,0.703571429,0,-0.030761492,0.666666667,939147.2075,2080032.528,0.736555829,0.68128655,0.004229408,1.0,1459059.261,-6748.739461,11800000.0,1.206382093,52537.48923,0
1377,1378,0.343149363,198.0,0.7,10.0,0.714795009,0,,0.666666667,235920.1782,58725.42912,0.7100271,0.666666667,0.001109606,0.666666667,382130.4427,35177.93501,2182127.569,1.383231123,0.666666667,1
1378,1379,,49.0,0.791666667,15.0,0.797101449,0,,0.888888889,3677563.853,177350.9295,0.757490637,0.732307178,0.18117082,0.80952381,719864.793,93164.94627,0.666666667,1.301369834,0.666666667,0
1379,1380,1.59473018,60.66666667,0.766666667,25.0,0.800254453,0,0.323775328,,-1268180.363,7042.405331,0.733333333,0.688172043,-0.268965305,0.666666667,-7163.022304,974707.5257,0.666666667,1.630646821,8259.279889,0
1380,1381,,137.3333333,0.666666667,10.0,0.775,0,1.16360227,0.909090909,3536566.096,11255.12417,0.676470588,0.666666667,-0.12090167,1.0,19827.49399,437327.6808,230259.7304,1.539608508,,0
1381,1382,,17.33333333,0.833333333,15.0,0.769918699,0,0.23626114,0.833333333,3936773.76,0.666666667,0.708829382,0.666666667,,0.666666667,1159680.173,2349280.302,373057.0839,1.419836493,217908.9653,0
1382,1383,0.000902,84.0,1.0,15.0,0.794871795,0,,0.666666667,-439399.25,2718528.465,0.666666667,0.666666667,,0.702093398,11900000.0,1640330.345,1192744.925,1.413326571,,0
1383,1384,,54.0,0.7,15.0,0.699669967,0,,0.666666667,-46799.11488,564194.6632,0.750370558,0.666666667,0.169801286,0.666666667,319483.4143,527172.5856,669022.6146,1.486365613,175602.6824,1
1384,1385,3.396390864,64.0,0.666666667,15.0,0.839935504,0,-0.217862128,0.916666667,2198657.438,0.666666667,0.697083962,0.666666667,0.118485363,1.0,701742.307,1830823.705,210794.8087,1.438430058,1858259.111,0
1385,1386,1.8348053,,0.666666667,15.0,0.819192275,0,,0.866666667,-57616.73942,132881.4936,0.738760611,0.671224062,0.004652968,0.714285714,-15945.31641,168005.6584,0.666666667,1.302913621,0.666666667,1
1386,1387,,110.6666667,1.0,15.0,0.750915751,1,0.474892309,0.740740741,321724.1688,403680.8577,0.746987952,0.670537032,-0.015506603,0.666666667,477181.3094,-124911.1308,164260.4783,1.144578313,0.666666667,0
1387,1388,0.015890147,257.3333333,,15.0,0.721875,0,0.759042621,0.666666667,-404409.7229,436554.5471,0.781481481,0.666666667,-0.139922773,0.833333333,131826.1,567777.3879,5698537.376,1.400525555,59750.02492,1
1388,1389,1.49939011,54.0,0.791666667,15.0,0.73015873,0,0.207576925,0.666666667,2939373.81,0.666666667,0.774814815,0.669968407,,0.925925926,,17356.89022,1125776.392,1.265150731,55967.10286,1
1389,1390,-0.226144851,247.3333333,0.666666667,15.0,0.74380044,0,,0.9,2835235.304,197493.5148,0.736345595,0.666666667,-0.039466291,0.666666667,488446.5615,-135708.5391,6406995.643,1.338028195,422875.1502,1
1390,1391,,187.3333333,0.717948718,10.0,0.738394659,0,,,458359.9779,12766.16787,0.752688172,0.666666667,0.465695467,0.672619048,-1105579.271,7940223.293,1213757.499,1.52269275,340154.1845,1
1391,1392,0.009076631,217.3333333,,10.0,0.786622443,0,,0.833333333,392539.504,1200876.764,0.741935484,0.666666667,0.245561256,0.666666667,7881110.596,-421549.9793,7710404.183,1.283783749,0.666666667,0
1392,1393,0.117505668,150.6666667,0.807017544,15.0,0.814536341,0,0.316928291,1.0,-20378.86335,155192.1825,0.746143262,0.666666667,0.1393849,0.762452107,-1302418.542,707501.47,1884952.94,1.630679945,0.666666667,0
1393,1394,,64.0,0.666666667,10.0,0.772988506,0,-0.291714979,1.0,-421716.44,322508.0001,0.70212766,0.666666667,,0.666666667,1105141.965,332746.2057,832539.5111,1.439854499,621877.3589,0
1394,1395,0.154341925,92.33333333,0.75,5.0,0.727164611,1,,0.905555556,40548.86586,361962.6074,0.790378007,0.666666667,3.305699038,0.666666667,1537025.756,-450225.926,0.666666667,1.130952347,626556.0022,0
1395,1396,-0.266189483,90.66666667,0.962962963,10.0,0.704273504,0,-0.163085934,0.727272727,-330862.2074,0.666666667,0.766713036,0.675213675,,1.0,2282406.358,-385373.1374,1192744.925,1.225399884,51633.86627,0
1396,1397,0.307880934,80.66666667,,10.0,0.805970149,0,,0.666666667,4171224.393,355150.1324,0.74502924,0.694316436,0.375800186,1.0,5071107.24,1982.743781,1179981.426,1.370470653,0.666666667,1
1397,1398,-0.075752131,600.6666667,0.8,25.0,0.798396334,0,-0.024538492,,-25728.143,53190.79179,0.744588745,0.694805195,0.087874672,,171874.3874,2742245.71,1187057.189,1.130952347,0.666666667,1
1398,1399,,37.33333333,0.666666667,6.476683938,0.741333333,0,,0.666666667,99284.96101,234184.1092,0.713029576,0.666666667,0.197409658,0.666666667,-902861.9585,-30460.21396,108558.167,1.577355708,14300.6558,0
1399,1400,,100.6666667,0.870748299,15.0,0.736814346,0,,,-206493.0488,385494.6512,0.685714286,0.666666667,,0.666666667,289426.1008,6476006.731,428392.6522,1.423401986,63024.86706,0
1400,1401,0.062440352,150.6666667,0.666666667,12.0,0.739215686,0,,0.666666667,3342377.759,134071.8932,0.788381245,0.666666667,0.174603197,0.666666667,1026409.699,474954.7324,147795.0626,1.486439487,0.666666667,0
1401,1402,-0.072090391,164.0,,10.0,0.833333333,0,,0.766666667,20306.2805,129211.6531,0.74905303,0.666666667,,0.716666667,2094453.817,7621652.824,1817732.055,1.401521156,83765.27121,0
1402,1403,0.438042421,57.33333333,0.69047619,10.0,0.776255708,0,,0.857142857,246172.4157,1830070.317,0.712538226,0.675050875,-0.365690451,1.0,169077.9391,-31318.15091,1654323.646,1.4993928,0.666666667,0
1403,1404,0.523577548,30.66666667,0.803921569,7.536231884,0.755555556,0,0.309261984,0.769230769,1467204.754,88741.64422,0.666666667,0.666666667,,0.666666667,3058636.446,-489821.5054,2089692.332,1.260172255,975735.1126,0
1404,1405,0.081250687,19.0,1.0,15.0,0.739596209,1,1.625222608,0.877192982,93888.99542,1414816.638,0.74122807,0.666666667,0.001466482,1.0,100702.4647,1318833.126,11693.47744,1.309617241,0.666666667,0
1405,1406,0.19562468,27.33333333,0.80952381,25.0,0.792730623,0,0.64782093,0.666666667,2781814.956,2106323.458,0.762626263,0.703703704,,0.820512821,65816.37103,88863.93766,104633.1434,1.316245199,168426.4444,0
1406,1407,0.117885044,57.33333333,0.666666667,22.0,0.775862069,0,,,1587626.282,491018.2018,0.803252033,0.666666667,0.039491635,,1264145.696,725744.6026,874179.0985,1.315807132,228814.5365,0
1407,1408,,330.6666667,0.916666667,15.0,0.731119019,0,-0.1977993,,36308.66137,0.666666667,0.666666667,0.722222222,-0.269525828,1.0,3997181.587,2982656.111,8105.318846,1.437291282,1485237.692,0
1408,1409,,12.33333333,0.873563218,10.0,0.83935743,0,,0.666666667,58380.9816,491884.5358,0.712643678,0.666666667,,0.666666667,693464.5166,1370368.5,9348.608698,1.529953356,0.666666667,0
1409,1410,0.095058886,450.6666667,0.956521739,10.0,0.745704467,0,,0.833333333,-296583.1394,57223.60712,0.71620227,0.666666667,,0.666666667,40325.29463,3079.646243,1753381.101,1.242729162,542343.5154,0
1410,1411,,77.33333333,0.952380952,10.0,0.763921086,0,,0.666666667,363651.9162,0.666666667,0.722222222,,0.037631458,1.0,-282394.0833,-365950.2794,893238.1395,1.707023846,0.666666667,0
1411,1412,-0.254631877,19.0,0.696969697,10.0,0.791500664,0,-0.385068882,0.666666667,1064150.014,303783.6246,0.764619883,0.666666667,-0.402119395,,3254217.834,-17163.94864,509278.5277,1.445798596,0.666666667,0
1412,1413,-0.509126509,47.33333333,1.0,20.0,0.774200132,0,0.238026085,0.666666667,-126835.6331,71844.44058,0.698440877,,,0.666666667,10000000.0,1504749.342,0.666666667,1.624520712,5104.554903,0
1413,1414,0.258187372,644.0,1.0,10.0,0.810185185,0,,0.75,4292340.785,430219.0865,0.753284177,0.666666667,,0.839506173,-93535.99931,202112.071,465763.5131,1.381736123,493450.3537,0
1414,1415,,70.66666667,0.666666667,15.0,0.7852657,0,,0.666666667,0.666666667,1755191.069,0.742574257,0.670437164,0.036250692,0.974358974,-1105579.271,-49787.70844,0.666666667,1.437291282,0.666666667,0
1415,1416,,24.0,0.933333333,20.0,0.859369558,0,0.285461464,0.666666667,-298598.1372,123674.8553,0.713178295,,-0.025456164,0.666666667,-109366.2211,1919792.303,14798.18334,1.400684144,,0
1416,1417,0.190339008,109.0,0.763888889,20.0,0.80273752,1,,0.856847545,87565.35438,107148.5321,0.675595238,0.666666667,-0.097286597,0.846153846,1398645.438,849005.5901,0.666666667,1.496601714,42226.11877,0
1417,1418,7.286979946,31.33333333,1.0,10.0,0.836065574,0,,0.666666667,7947579.04,1131647.427,0.761538462,0.669522748,0.082677409,,-431299.1455,77880.99711,3950613.536,1.345839753,0.666666667,0
1418,1419,3.868210959,75.66666667,0.777777778,10.0,0.750915751,0,0.167369249,0.666666667,7297432.26,143413.3311,0.689393939,0.666666667,-0.629107907,0.833333333,4815538.194,2157959.966,116298.3623,1.522672015,,0
1419,1420,0.367912337,142.3333333,,15.0,0.881241565,0,,0.740740741,13400000.0,844325.7177,0.745098039,0.666666667,0.019240635,0.666666667,288380.5069,0.666666667,1607424.993,1.417808051,20375.0814,0
1420,1421,0.350246651,122.3333333,0.811594203,10.0,0.796024961,0,,,2293046.435,7797.912865,0.700206072,0.666666667,-0.70017062,0.666666667,,1550691.264,1607302.901,1.456667828,0.666666667,0
1421,1422,,127.3333333,0.666666667,10.0,0.84634407,0,0.039749454,0.714975845,1507770.978,157764.4414,0.762962963,0.666666667,0.169660381,0.717948718,-143782.89,348758.7172,469849.7072,1.409055374,27058.13889,1
1422,1423,0.06097392,20.66666667,0.666666667,5.945945946,0.705339318,1,-0.200563731,0.777777778,-217646.1779,795645.8398,0.741666667,0.666666667,-0.338258142,,1759961.867,1465425.233,14995.25796,1.202531607,240.0347807,0
1423,1424,,510.6666667,1.0,15.0,0.816296157,0,-0.305022401,0.666666667,-137539.6262,119205.7131,0.715210356,0.666666667,0.090364606,0.777777778,-138974.9046,1027092.892,194052.8106,1.630563382,199720.8299,0
1424,1425,0.550274946,104.0,0.861111111,10.0,0.878551051,0,-0.275580558,0.866666667,1973259.772,16218.43645,0.76056338,0.666666667,-0.001534111,0.833333333,63821.27524,13000000.0,2179676.865,1.476683996,0.666666667,1
1425,1426,,50.66666667,0.733333333,15.0,0.768104101,0,1.083785063,1.0,17000000.0,,0.702843337,0.69005848,-0.333619488,,9498656.044,-13896.22257,610036.0728,1.496152671,299669.2149,0
1426,1427,0.836155662,,0.833333333,15.0,0.802603037,1,-11.98611387,0.75,1013694.878,0.666666667,0.753841283,0.666666667,0.060428871,0.975308642,14100000.0,247178.7766,17800.21331,1.437182877,196876.8132,0
1427,1428,-0.1610515,54.0,0.666666667,15.0,0.738791423,0,34.2513543,,4394204.287,0.666666667,0.693548387,0.673873874,-0.709925152,0.666666667,18100000.0,174436.5848,5632.046369,1.367318318,1307229.98,0
1428,1429,,67.33333333,0.930735931,10.0,0.765596434,1,,0.740740741,614219.2004,1373442.73,0.711111111,0.666666667,0.251357597,0.807692308,-14281.44583,2330000.026,163765.0315,1.316224006,277022.3546,1
1429,1430,0.093523264,104.0,0.75,20.0,0.824940048,0,-0.001280151,0.952947846,21500000.0,614987.2829,0.727980972,0.666666667,-0.059957534,0.733333333,697942.5444,1696352.505,572138.1913,1.416045556,0.666666667,0
1430,1431,,70.66666667,0.980392157,10.0,0.750915751,0,-0.047502116,0.769230769,1326246.341,1639416.916,0.763511564,,-0.106761002,0.666666667,,-47283.41293,259106.8543,1.445966488,99020.91587,0
1431,1432,-0.018538628,90.66666667,0.666666667,10.0,0.704545455,0,,0.666666667,3010767.972,0.666666667,0.740338763,0.666666667,0.162281577,1.0,600756.9166,887823.3954,1893518.658,1.437433882,1984518.071,0
1432,1433,,115.6666667,,25.0,0.80171701,0,,1.0,-295508.6032,1704.587295,0.77037037,0.683615819,-0.098639785,1.0,-950884.2026,778209.6205,19465.28696,,0.666666667,0
1433,1434,-0.100674852,114.0,,15.0,0.75,0,-0.226717685,0.770833333,3451180.13,8678.973529,0.745098039,0.710144928,,0.80952381,-2253111.625,-815497.1625,1729709.711,1.1875,216007.9017,1
1434,1435,1.40063186,180.6666667,0.761904762,10.0,0.840182648,0,,,-6205.737176,226327.6315,0.749867339,0.666666667,0.00427621,0.666666667,408065.0794,297294.3489,163847.0434,1.508661138,116355.1868,0
1435,1436,0.238801093,232.3333333,0.921568627,15.0,0.792360688,0,-0.041349386,0.900966184,-51724.56687,238920.2211,0.775757576,0.666666667,0.071834347,0.666666667,5060424.359,105274.2981,2743156.884,1.424373852,1778843.488,0
1436,1437,0.007760408,159.0,0.916666667,10.0,0.74531312,0,0.216176043,,23100000.0,214430.614,0.733974657,0.739222961,0.054868582,0.703703704,1055924.416,22499.21452,1109856.169,1.371656621,,0
1437,1438,1.192606532,149.0,0.666666667,25.0,0.798982188,0,0.132641751,0.75,264109.3968,0.666666667,0.697435897,0.666666667,,0.7,2186785.023,-510.3431975,3057777.226,1.560788644,0.666666667,0
1438,1439,,,1.0,15.0,0.868632708,1,-0.163246865,0.733333333,222282.9766,0.666666667,0.691223742,0.666666667,,0.787878788,5589895.915,-124051.7386,270127.0766,1.447050269,0.666666667,1
1439,1440,-0.22394079,240.6666667,,10.0,0.798403194,1,5.452757756,0.666666667,3979463.088,0.666666667,0.666666667,0.666666667,-0.592205477,,-23655.65114,862449.926,1058493.054,1.21746936,0.666666667,0
1440,1441,,84.0,0.777777778,15.0,0.826086957,0,0.333494935,,-608448.3913,1058140.216,0.76119403,0.703703704,-0.361589328,,,1007255.171,0.666666667,1.560666488,763958.3538,0
1441,1442,1.748586889,84.0,1.0,10.0,0.759540101,0,-0.093026026,0.666666667,3305774.217,1366475.581,0.692928206,0.678112972,-0.052169998,0.729259259,-632936.6196,7930787.786,72875.00274,1.250045122,0.666666667,0
1442,1443,,165.6666667,0.666666667,15.0,0.857142857,0,,0.666666667,40136.10375,463731.8289,0.721393035,0.666666667,0.066406181,0.916666667,,12600000.0,894001.2028,1.060586842,0.666666667,0
1443,1444,,74.0,0.875,20.0,0.883649049,1,,1.0,659348.3351,189919.7797,0.709115646,0.757323212,-0.405317485,0.833333333,10700000.0,2823670.744,6535102.146,1.706995619,0.666666667,0
1444,1445,0.001988607,116.0,0.98245614,25.0,0.703453533,0,,0.80952381,6889406.87,31438.22891,0.803333333,0.666666667,,,807931.071,9658829.446,582804.5996,1.537669238,59885.57623,1
1445,1446,-0.185363765,,1.0,10.0,0.821192053,0,,0.738095238,2830902.153,239894.5389,0.740432174,0.684684685,,0.935897436,-580825.8278,413959.8384,2785864.153,1.437477292,423414.0829,0
1446,1447,-0.020935775,,0.748084291,25.0,0.750733138,1,-0.069788635,1.0,407351.3115,2346187.249,0.766961652,0.666666667,,1.0,1267971.287,-145715.2744,0.666666667,1.310917722,216007.9017,0
1447,1448,,277.3333333,0.692307692,15.0,0.713646532,0,0.578000954,,4313320.469,395363.6529,0.753161404,0.666666667,0.107330707,0.666666667,2909553.72,-1247805.416,0.666666667,1.461538462,0.666666667,0
1448,1449,,,0.747747748,20.0,0.752633889,0,,,5916027.653,69556.62137,0.770531401,0.703418803,0.28727837,0.784313725,1356136.879,810584.8953,0.666666667,1.366521402,552224.3424,1
1449,1450,0.674376805,84.0,0.722222222,15.0,0.733927864,0,-0.140504886,0.69047619,-1088305.982,157372.1341,0.720567376,0.666666667,0.123894401,0.666666667,3606469.636,777156.6825,103025.4173,1.43745798,133082.4416,0
1450,1451,,,0.857142857,10.0,0.833824251,0,,0.738095238,18200000.0,1097087.928,0.763888889,0.666666667,0.158751708,0.666666667,9709177.716,-179734.8684,14084.08614,1.405721877,0.666666667,0
1451,1452,,117.3333333,0.69047619,15.0,0.805157397,1,0.051449533,0.666666667,-71287.75797,1355142.708,0.73883244,0.666666667,,1.0,-47313.24976,0.666666667,0.666666667,1.224080798,227398.0587,0
1452,1453,,82.33333333,0.794871795,10.0,0.74829932,1,,0.666666667,938214.9717,156516.4149,0.666666667,0.671518185,,0.666666667,-103523.2001,7342176.423,8208.353622,1.430257952,7045.191101,0
1453,1454,,109.0,0.666666667,15.0,0.776772247,1,2.466729895,0.875,2819981.551,308105.1505,0.721513232,0.666666667,-0.126513483,,11538.11132,-533173.2754,232490.6157,1.478093172,375832.6319,0
1454,1455,-0.186696895,390.6666667,0.7,15.0,0.743338361,0,,0.792717087,2086046.851,0.666666667,0.68627451,,-0.079773471,0.888888889,870078.0605,,1927705.016,1.826278007,505786.0513,1
1455,1456,-0.016412526,49.0,0.697916667,10.0,0.753919795,1,0.151902105,0.666666667,7344119.896,367782.0889,0.69777205,0.666666667,,1.0,129427.7597,4731897.82,385156.5222,1.446988264,2289.618721,0
1456,1457,,484.0,0.916666667,25.0,0.697321846,1,1.111316465,,-1142564.528,333932.6427,0.789025641,0.666666667,-0.077889071,0.833333333,148546.321,6183.273831,726960.4028,1.706995619,340401.7572,0
1457,1458,-0.027450137,12.33333333,0.733333333,20.0,0.828928539,0,,0.75,233390.0598,1334556.391,0.761904762,0.67032967,,0.797413793,6836464.336,-291084.1463,,1.419736048,0.666666667,0
1458,1459,-0.105375424,150.6666667,0.666666667,15.0,0.779710145,0,1.532997375,0.666666667,3942963.927,123941.5428,0.712643678,0.666666667,0.122253828,0.705964686,957891.0444,328941.8946,356152.0504,1.172839547,918600.4408,0
1459,1460,-0.186696895,19.0,,15.0,0.819444444,0,0.599489939,0.692307692,-327794.6587,1526633.407,0.808176101,0.666666667,-0.119561386,,3997181.587,-136646.1926,175067.5767,1.437291282,81910.28993,0
1460,1461,1.285086808,164.0,0.743589744,20.0,0.738791423,0,-0.11871287,0.75,-320020.6303,805331.6215,0.775080906,0.666666667,0.001553119,0.767676768,-688773.7983,1407980.509,8909510.464,1.266666667,0.666666667,0
1461,1462,-0.093935951,152.3333333,1.0,10.0,0.792792793,0,0.142404233,0.7,5102216.969,0.666666667,0.712121212,0.666666667,-0.180753707,0.666666667,-1522763.917,1155891.475,503841.9105,1.507893291,0.666666667,0
1462,1463,-0.191945968,55.66666667,0.933333333,15.0,0.74551784,0,0.218360323,0.666666667,1046814.144,7820.674725,0.831481481,0.666666667,-0.06980422,0.666666667,2282591.035,2759440.718,0.666666667,1.712114154,49894.53701,1
1463,1464,1.188301721,100.6666667,,25.0,0.75462963,1,0.098447374,,624672.6619,0.666666667,0.762577781,0.686077363,,0.714285714,225111.8662,2074712.017,963035.9681,1.400641026,0.666666667,0
1464,1465,0.52712657,84.0,0.825,15.0,0.775255776,0,-0.176928261,0.764705882,3052342.25,0.666666667,0.71969697,0.683951257,-0.272624568,0.666666667,2221604.242,897481.0038,2649129.657,1.575054836,0.666666667,0
1465,1466,0.119811285,527.3333333,0.666666667,25.0,0.913419913,0,0.974844127,0.75,335484.2619,0.666666667,0.759739608,0.666666667,0.127171078,0.666666667,-303947.1269,311743.5338,0.666666667,1.357142857,1033343.951,0
1466,1467,,410.6666667,0.828828829,15.0,0.824953445,0,0.344837022,0.833333333,1080447.625,117637.7264,0.758494031,0.666666667,-0.161191618,,-2145989.608,1852678.906,0.666666667,1.344924528,,0
1467,1468,0.142538824,94.0,1.0,15.0,0.846922558,1,-0.01273548,,853197.2139,363652.1864,0.692753623,0.674351357,0.235747126,0.871794872,331660.5227,12000000.0,154743.9042,1.549678672,0.666666667,0
1468,1469,,80.66666667,1.0,25.0,0.723872387,1,,0.666666667,-422944.1516,18643.08206,0.686734069,0.666666667,0.140270561,,1303702.083,93327.3354,249086.9709,1.496534352,8595.312271,0
1469,1470,-0.15743874,94.0,0.696969697,10.0,0.842650104,0,,,1969055.843,0.666666667,0.736053059,0.666666667,-0.280965857,0.727272727,-68860.17298,2299836.933,105001.92,1.335499021,0.666666667,0
1470,1471,,147.3333333,0.708333333,10.0,0.733821734,0,-0.214219096,0.75,6880275.221,0.666666667,0.75465368,0.666666667,0.108751003,0.666666667,712014.8687,2987932.517,946897.4633,1.14457836,567721.4457,1
1471,1472,0.890108602,84.0,0.944444444,25.0,0.782828283,0,,1.0,16400000.0,463841.9521,0.757786318,0.673677249,0.058457005,0.857142857,751019.0339,276358.3698,3295322.674,1.575507452,641473.1554,0
1472,1473,-0.22394079,133.6666667,0.680555556,15.0,0.767287586,0,-0.069492795,1.0,-1005020.414,0.666666667,0.666666667,0.666666667,,1.0,147711.633,45328.07153,3683517.899,1.202531597,855144.117,0
1473,1474,,80.66666667,0.738095238,15.0,0.814814815,0,-0.326596301,0.666666667,-245501.4213,0.666666667,0.740740741,0.666666667,-0.122659806,,1008253.703,3979.180828,169425.2782,1.400654053,7004.207289,0
